size,width,length,room,area,ward,toilet,floor,house type,street,price
57.0,3.8,15.0,4.0,112,9313.0,4.0,4.0,3.0,1006,5500000000
50.0,3.86,10.92,2.0,114,9248.0,3.0,1.0,1.0,1677,1200000000
40.0,4.0,10.0,2.0,115,9523.0,2.0,1.0,4.0,1746,670000000
63.0,4.0,16.0,4.0,108,9457.0,4.0,3.0,3.0,199,5700000000
53.9,4.0,13.5,3.0,104,9258.0,3.0,2.0,3.0,962,4600000000
54.0,3.8,14.0,2.0,110,9274.0,2.0,2.0,1.0,1487,7200000000
90.0,4.0,22.0,4.0,108,9462.0,5.0,4.0,1.0,1645,7000000000
91.0,5.0,19.0,4.0,112,9308.0,4.0,2.0,1.0,564,8200000000
72.0,4.0,17.0,4.0,108,9460.0,5.0,4.0,3.0,779,6700000000
90.0,6.0,15.0,1.0,115,9517.0,3.0,1.0,1.0,1590,1650000000
63.0,7.0,9.0,2.0,107,9229.0,2.0,2.0,3.0,420,4250000000
30.0,3.0,10.0,4.0,102,9472.0,3.0,4.0,3.0,1031,3800000000
45.0,3.5,13.0,2.0,103,9453.0,2.0,1.0,3.0,863,2400000000
21.0,3.0,7.0,3.0,111,9328.0,3.0,2.0,3.0,438,4500000000
107.0,6.5,16.5,4.0,102,9475.0,4.0,3.0,4.0,1044,8200000000
56.0,4.0,14.0,2.0,107,9232.0,2.0,1.0,3.0,148,3249000000
50.0,5.0,11.0,2.0,108,9457.0,1.0,1.0,3.0,903,1650000000
48.0,4.0,12.0,2.0,113,9317.0,2.0,2.0,3.0,387,5700000000
80.0,4.0,20.0,4.0,102,9472.0,4.0,2.0,3.0,501,5450000000
56.0,4.3,13.1,5.0,111,9331.0,6.0,5.0,3.0,1020,9980000000
40.0,4.0,10.0,3.0,108,9460.0,2.0,3.0,3.0,716,3000000000
32.0,4.0,8.0,2.0,109,9295.0,2.0,2.0,3.0,943,3150000000
25.0,3.3,8.2,2.0,109,9280.0,1.0,2.0,3.0,1637,2680000000
32.0,4.0,9.0,2.0,108,9457.0,2.0,1.0,3.0,716,2600000000
56.0,4.0,14.0,4.0,108,9460.0,4.0,3.0,3.0,716,6400000000
38.5,3.5,11.0,4.0,110,9277.0,3.0,3.0,3.0,937,4920000000
48.0,4.0,12.0,2.0,103,9450.0,2.0,1.0,3.0,226,1850000000
95.0,5.0,19.0,3.0,108,9459.0,2.0,2.0,3.0,716,7600000000
80.5,5.25,16.3,1.0,97,9344.0,1.0,2.0,3.0,1193,7500000000
48.0,4.0,12.0,2.0,103,9450.0,2.0,1.0,1.0,1144,1400000000
64.0,4.0,16.0,4.0,113,9316.0,5.0,4.0,4.0,698,6050000000
60.0,4.0,15.0,2.0,115,9517.0,2.0,1.0,3.0,1040,1650000000
42.0,4.0,11.0,3.0,110,9268.0,4.0,4.0,3.0,1006,5980000000
88.0,4.0,22.0,5.0,112,9301.0,4.0,3.0,1.0,697,15500000000
104.0,4.86,21.4,4.0,107,9229.0,4.0,3.0,3.0,973,5700000000
70.0,5.0,14.0,3.0,110,9276.0,2.0,2.0,3.0,1081,4500000000
84.0,4.0,22.0,6.0,113,9314.0,3.0,3.0,3.0,822,10000000000
60.0,4.0,14.7,4.0,113,9316.0,4.0,4.0,3.0,1599,4900000000
53.0,4.0,13.25,2.0,101,9429.0,2.0,1.0,3.0,674,1310000000
64.0,4.0,16.0,3.0,99,9405.0,2.0,2.0,3.0,1754,6500000000
66.0,4.0,15.5,4.0,104,9257.0,3.0,3.0,3.0,648,6050000000
30.0,3.7,8.0,3.0,105,9370.0,4.0,4.0,3.0,61,5800000000
50.0,4.36,11.5,2.0,104,9261.0,2.0,1.0,3.0,1822,1350000000
70.0,5.0,14.0,5.0,110,9267.0,5.0,4.0,3.0,942,8990000000
56.0,4.0,14.2,2.0,108,9457.0,2.0,1.0,3.0,1190,4200000000
81.0,5.0,16.0,3.0,115,9520.0,2.0,1.0,3.0,1746,1750000000
64.0,4.2,15.0,2.0,114,9248.0,2.0,2.0,3.0,1240,5400000000
44.0,4.0,11.0,2.0,104,9256.0,2.0,1.0,3.0,1822,1350000000
50.0,4.5600000000000005,11.0,2.0,104,9250.0,1.0,1.0,3.0,452,1800000000
74.0,4.0,18.5,3.0,113,9324.0,3.0,3.0,3.0,520,6650000000
64.0,4.0,16.0,5.0,113,9316.0,5.0,3.0,1.0,698,6200000000
90.0,4.0,22.0,5.0,108,9462.0,5.0,4.0,1.0,1645,7000000000
24.0,4.0,6.0,1.0,112,9313.0,1.0,1.0,3.0,1006,2700000000
41.0,4.0,10.5,3.0,115,9511.0,2.0,1.0,3.0,631,2400000000
54.0,4.5,12.0,4.0,108,9458.0,3.0,2.0,3.0,621,4000000000
103.0,5.212000000000001,20.8,3.0,107,9237.0,2.0,1.0,3.0,357,6350000000
48.0,4.0,12.0,2.0,109,9279.0,1.0,1.0,3.0,1795,4680000000
64.0,4.0,16.0,4.0,107,9228.0,5.0,3.0,1.0,511,5100000000
60.0,4.0,15.0,4.0,108,9459.0,3.0,3.0,3.0,716,5250000000
75.0,4.5,15.0,6.0,107,9228.0,7.0,3.0,1.0,1313,4800000000
40.0,4.5,9.0,2.0,109,9284.0,2.0,1.0,3.0,1747,8200000000
48.0,4.0,12.0,2.0,117,9505.0,2.0,1.0,3.0,1713,1600000000
60.0,5.0,12.0,5.0,102,9472.0,5.0,4.0,3.0,501,5450000000
93.3,5.0,18.66,2.0,107,9236.0,2.0,1.0,3.0,290,4900000000
36.0,3.4,10.9,2.0,106,9381.0,2.0,1.0,3.0,520,4600000000
65.0,4.5,15.0,4.0,110,9266.0,5.0,4.0,1.0,853,4800000000
26.0,4.3,6.5,2.0,111,9279.0,2.0,1.0,3.0,503,4150000000
100.0,5.0,20.0,4.0,118,9526.0,3.0,3.0,4.0,711,6550000000
53.0,4.0,13.12,2.0,110,9278.0,2.0,2.0,3.0,843,4900000000
93.14999999999999,4.05,23.0,3.0,102,9470.0,2.0,2.0,3.0,501,7700000000
65.0,4.5,14.5,4.0,108,9460.0,5.0,4.0,3.0,541,5400000000
30.0,3.5,9.0,2.0,102,9472.0,2.0,2.0,3.0,1031,3800000000
48.0,4.0,12.0,3.0,114,9244.0,2.0,1.0,3.0,569,945000000
33.0,4.0,9.0,3.0,110,9271.0,3.0,2.0,3.0,873,3950000000
22.0,3.2,6.6,3.0,105,9366.0,3.0,4.0,3.0,294,3900000000
64.0,4.0,14.0,5.0,101,9427.0,3.0,3.0,3.0,1120,7300000000
80.0,3.5,23.0,3.0,105,9365.0,2.0,3.0,3.0,551,7800000000
112.0,4.0,28.0,2.0,107,9233.0,2.0,2.0,1.0,1538,9050000000
40.0,4.0,10.0,4.0,113,9317.0,3.0,3.0,3.0,1599,5500000000
51.0,5.1,10.0,2.0,99,9410.0,2.0,1.0,3.0,839,1065000000
40.0,4.0,10.0,2.0,108,9459.0,2.0,1.0,3.0,215,2900000000
22.0,3.5,6.5,2.0,102,9469.0,2.0,1.0,3.0,1519,1960000000
85.0,5.5,16.2,3.0,103,9455.0,3.0,1.0,4.0,1527,1715000000
76.0,4.0,19.0,4.0,113,9323.0,3.0,3.0,3.0,1626,8700000000
68.0,4.0,17.0,6.0,107,9228.0,7.0,4.0,1.0,1325,4800000000
79.0,5.0,15.8,7.0,109,9279.0,2.0,2.0,3.0,994,7900000000
37.0,3.7,10.0,4.0,101,9430.0,3.0,2.0,3.0,547,4900000000
56.0,4.3,13.0,4.0,102,9472.0,3.0,3.0,3.0,501,5500000000
34.0,4.0,8.0,2.0,102,9469.0,2.0,1.0,3.0,1519,3550000000
126.0,7.0,18.0,4.0,110,9265.0,2.0,2.0,3.0,734,7500000000
88.0,4.0,22.0,5.0,113,9322.0,4.0,3.0,3.0,1531,9200000000
40.0,4.0,10.0,2.0,108,9460.0,2.0,2.0,3.0,215,3550000000
58.0,4.76,12.2,2.0,109,9281.0,2.0,1.0,3.0,206,2200000000
76.0,4.2200000000000015,18.55,3.0,108,9464.0,2.0,2.0,1.0,143,7500000000
42.0,7.0,6.5,4.0,111,9326.0,4.0,2.0,3.0,451,6500000000
40.0,4.0,10.0,4.0,111,9334.0,4.0,4.0,3.0,1467,6250000000
105.0,7.0,15.0,6.0,109,9282.0,7.0,3.0,3.0,1724,15000000000
150.0,5.0,30.0,3.0,118,9526.0,3.0,2.0,1.0,711,11900000000
28.0,4.481999999999998,6.9,3.0,109,9283.0,2.0,2.0,3.0,283,3200000000
100.0,6.3,15.8,4.0,109,9282.0,2.0,2.0,1.0,1723,14500000000
60.0,4.0,15.0,3.0,107,9229.0,2.0,1.0,3.0,478,3750000000
85.0,4.6,18.5,2.0,114,9249.0,2.0,1.0,3.0,1222,6600000000
75.0,4.0,18.7,5.0,113,9319.0,3.0,4.0,3.0,1295,6150000000
35.0,3.3,10.0,5.0,100,9413.0,4.0,4.0,3.0,919,7300000000
60.0,4.0,15.0,3.0,102,9469.0,2.0,1.0,3.0,836,1320000000
106.0,4.0,26.5,3.0,113,9319.0,3.0,2.0,3.0,1034,8950000000
58.0,4.5,13.0,4.0,102,9475.0,3.0,3.0,4.0,1762,6200000000
75.0,5.0,15.0,2.0,117,9503.0,2.0,1.0,3.0,929,920000000
120.0,5.8,19.0,3.0,112,9307.0,3.0,2.0,1.0,1058,11000000000
77.0,7.0,12.0,5.0,102,9472.0,6.0,2.0,4.0,501,7500000000
67.4,4.3,15.7,2.0,104,9252.0,1.0,1.0,3.0,332,3950000000
48.0,4.0,12.2,2.0,107,9233.0,2.0,1.0,3.0,884,3690000000
68.0,4.2,16.2,4.0,110,9267.0,4.0,3.0,3.0,942,8500000000
70.0,4.6,15.6,4.0,115,9512.0,3.0,2.0,1.0,1679,2550000000
108.0,6.0,18.0,3.0,113,9320.0,3.0,2.0,1.0,1808,13000000000
90.0,5.0,18.0,4.0,115,9521.0,4.0,2.0,2.0,1102,3350000000
100.0,5.0,20.0,6.0,108,9459.0,7.0,4.0,3.0,716,5200000000
60.0,4.0,15.0,3.0,108,9460.0,2.0,3.0,3.0,1785,3900000000
120.0,5.0,24.0,5.0,117,9508.0,6.0,4.0,1.0,1011,7450000000
162.0,6.5,25.0,4.0,117,9508.0,5.0,3.0,1.0,973,6400000000
64.0,4.0,16.0,2.0,107,9228.0,2.0,1.0,3.0,1405,3780000000
20.0,4.2,5.0,2.0,110,9270.0,2.0,2.0,3.0,1081,2150000000
59.5,4.0,14.875,3.0,102,9472.0,3.0,2.0,3.0,501,1892000000
76.0,4.3,17.5,1.0,112,9308.0,1.0,1.0,3.0,1728,7300000000
68.0,4.0,17.2,6.0,107,9229.0,5.0,3.0,3.0,973,4850000000
42.0,4.0,10.5,2.0,103,9452.0,1.0,1.0,3.0,1050,1280000000
100.0,5.0,20.0,3.0,115,9523.0,3.0,1.0,1.0,1746,1600000000
86.0,4.2,20.0,4.0,110,9277.0,3.0,2.0,1.0,937,12600000000
70.0,7.0,10.0,4.0,113,9316.0,3.0,3.0,3.0,1599,8600000000
84.0,5.0600000000000005,16.619999999999994,2.0,113,9320.0,2.0,2.0,3.0,1312,7000000000
30.0,3.0,11.0,2.0,99,9400.0,2.0,2.0,3.0,1684,3000000000
40.0,4.0,10.0,2.0,108,9456.0,2.0,2.0,3.0,404,2850000000
35.4,3.0,11.8,4.0,110,9270.0,3.0,2.0,3.0,1081,2600000000
56.0,4.0,14.0,2.0,117,9502.0,2.0,2.0,3.0,1491,3450000000
55.0,3.2,20.0,3.0,118,9528.0,2.0,2.0,4.0,711,1650000000
131.0,5.5,23.0,3.0,114,9248.0,2.0,2.0,3.0,1150,7500000000
20.0,2.8,6.0,2.0,113,9319.0,1.0,2.0,3.0,1033,1890000000
65.0,4.0,15.0,4.0,115,9518.0,3.0,1.0,4.0,1590,1320000000
16.0,3.58,4.6,2.0,110,9269.0,2.0,2.0,3.0,1006,1800000000
43.0,3.6,12.0,2.0,107,9233.0,2.0,2.0,3.0,384,3150000000
64.0,4.0,16.0,4.0,108,9460.0,4.0,4.0,1.0,150,5800000000
20.0,4.0,5.0,2.0,103,9446.0,2.0,1.0,3.0,286,2250000000
44.0,4.0,11.0,3.0,103,9450.0,2.0,1.0,3.0,219,1480000000
40.0,4.0,10.0,2.0,102,9474.0,1.0,1.0,3.0,711,1840000000
85.0,4.0,22.0,4.0,108,9462.0,5.0,3.0,1.0,559,7000000000
40.0,4.0,10.0,2.0,103,9447.0,2.0,1.0,3.0,1040,1400000000
51.0,4.5,13.3,6.0,110,9277.0,6.0,4.0,3.0,1081,6390000000
49.35,4.7,10.5,2.0,106,9387.0,1.0,1.0,3.0,1722,2050000000
80.0,4.0,21.0,2.0,102,9470.0,2.0,1.0,3.0,899,9200000000
40.0,4.0,10.0,2.0,114,9238.0,1.0,1.0,1.0,611,1250000000
56.0,4.0,14.0,3.0,112,9313.0,2.0,1.0,1.0,1006,7500000000
32.0,3.2,10.0,2.0,110,9269.0,2.0,2.0,3.0,1006,3680000000
72.0,4.0,18.0,4.0,113,9317.0,3.0,2.0,3.0,402,7500000000
80.0,4.0,20.0,6.0,110,9269.0,6.0,4.0,1.0,1056,7800000000
53.0,3.5,16.0,3.0,105,9365.0,3.0,3.0,3.0,1625,9200000000
70.55999999999999,6.3,11.2,4.0,107,9233.0,2.0,2.0,3.0,1540,3250000000
60.0,4.5,14.0,4.0,114,9243.0,6.0,3.0,4.0,1097,7500000000
44.0,4.0,11.0,2.0,115,9511.0,2.0,2.0,3.0,629,1450000000
23.0,3.0,8.0,2.0,102,9469.0,1.0,2.0,3.0,1519,3000000000
60.7,4.26,14.06,2.0,107,9227.0,3.0,2.0,3.0,1550,3850000000
60.0,4.0,15.0,6.0,113,9323.0,5.0,4.0,3.0,1626,7600000000
72.0,4.0,18.0,4.0,102,9475.0,5.0,4.0,1.0,1030,9500000000
70.0,5.0,14.0,3.0,103,9452.0,2.0,1.0,1.0,226,1420000000
80.0,4.0,20.0,5.0,108,9464.0,5.0,4.0,1.0,527,8950000000
68.0,3.8,18.0,4.0,101,9427.0,4.0,3.0,1.0,312,8200000000
32.0,4.0,8.0,2.0,108,9462.0,2.0,1.0,3.0,1645,1750000000
69.5,3.97,17.5,2.0,108,9464.0,2.0,1.0,3.0,143,6500000000
49.5,5.5,9.0,3.0,102,9475.0,2.0,2.0,3.0,1044,2300000000
94.0,4.0,23.5,7.0,102,9471.0,7.0,5.0,1.0,1598,18000000000
82.0,4.0,20.0,2.0,107,9231.0,1.0,1.0,3.0,413,3300000000
96.5,5.5,18.0,3.0,108,9460.0,3.0,3.0,1.0,541,7300000000
60.0,4.0,15.0,4.0,111,9326.0,3.0,3.0,3.0,959,9500000000
64.0,6.2,10.5,4.0,110,9277.0,4.0,2.0,3.0,1081,6200000000
38.0,3.8,10.0,2.0,104,9256.0,2.0,1.0,3.0,1122,2000000000
62.0,3.5,17.7,3.0,114,9239.0,4.0,2.0,3.0,1264,1900000000
65.0,4.1,16.0,4.0,98,9355.0,3.0,3.0,3.0,296,11500000000
30.0,3.8,8.28,2.0,102,9475.0,1.0,2.0,3.0,501,2100000000
52.0,4.0,14.0,2.0,110,9270.0,2.0,2.0,3.0,1360,4050000000
32.0,4.0,8.0,2.0,115,9512.0,2.0,1.0,3.0,38,1450000000
32.0,4.0,8.0,2.0,108,9462.0,2.0,1.0,3.0,559,1700000000
36.0,3.1,11.6,3.0,103,9443.0,2.0,2.0,3.0,1050,3960000000
92.0,4.5,22.5,4.0,113,9318.0,3.0,3.0,1.0,190,11450000000
60.0,3.9,16.5,5.0,106,9385.0,4.0,4.0,3.0,210,9700000000
48.0,4.0,12.0,3.0,103,9450.0,2.0,1.0,3.0,1040,1280000000
26.1,3.5,10.0,2.0,108,9457.0,2.0,1.0,3.0,1235,3350000000
70.0,5.0,14.0,3.0,101,9436.0,2.0,3.0,1.0,1682,1960000000
39.0,4.3,9.0,2.0,111,9327.0,2.0,2.0,3.0,280,2630000000
26.0,3.0,9.0,2.0,101,9430.0,2.0,2.0,3.0,562,2900000000
24.0,3.0,8.0,2.0,102,9475.0,2.0,2.0,3.0,501,2100000000
74.0,4.35,17.5,4.0,112,9310.0,4.0,3.0,3.0,1297,5700000000
51.0,3.84,12.19,4.0,107,9229.0,4.0,2.0,3.0,416,4590000000
105.0,7.0,15.0,4.0,117,9507.0,5.0,2.0,2.0,1826,6700000000
72.0,4.0,18.0,4.0,108,9457.0,4.0,3.0,1.0,1128,8400000000
50.0,5.0,10.0,2.0,103,9443.0,2.0,1.0,3.0,226,2520000000
30.0,3.0,10.0,2.0,107,9227.0,2.0,1.0,4.0,511,945000000
80.0,5.0,16.0,3.0,115,9517.0,2.0,1.0,4.0,1102,1450000000
100.0,4.3,24.0,4.0,115,9520.0,2.0,1.0,1.0,1102,1850000000
72.0,4.0,18.0,4.0,113,9320.0,4.0,3.0,3.0,1295,7500000000
105.0,5.0,21.0,3.0,115,9518.0,2.0,1.0,4.0,1590,1655000000
60.0,4.3,14.4,5.0,110,9269.0,4.0,5.0,1.0,1206,6850000000
26.0,3.0,9.0,2.0,118,9525.0,2.0,1.0,3.0,1793,1300000000
75.0,3.5,19.5,3.0,102,9471.0,3.0,2.0,1.0,1598,10900000000
64.0,4.0,16.0,3.0,115,9517.0,3.0,2.0,3.0,1102,1100000000
45.0,3.5,14.0,4.0,103,9453.0,3.0,4.0,1.0,217,4100000000
115.0,5.0,23.0,5.0,117,9508.0,5.0,4.0,1.0,1011,7300000000
80.0,4.0,20.0,3.0,102,9472.0,4.0,1.0,4.0,947,5990000000
37.0,3.3,11.2,3.0,108,9461.0,3.0,2.0,1.0,279,2240000000
30.0,4.0,9.0,2.0,109,9286.0,2.0,2.0,3.0,875,4500000000
36.0,7.0,5.0,2.0,100,9423.0,1.0,3.0,3.0,1676,2400000000
119.0,7.0,17.0,4.0,117,9508.0,4.0,2.0,1.0,1011,6600000000
100.0,4.8,20.2,4.0,104,9253.0,5.0,4.0,1.0,55,7800000000
52.0,4.5,12.0,4.0,108,9464.0,5.0,3.0,1.0,1676,7900000000
43.0,3.6,11.7,2.0,113,9315.0,2.0,2.0,3.0,1623,3750000000
25.0,3.0,8.0,2.0,99,9409.0,2.0,2.0,3.0,1634,2600000000
21.0,3.0,7.0,2.0,102,9470.0,2.0,3.0,1.0,501,1900000000
52.0,4.0,13.0,3.0,108,9458.0,2.0,2.0,3.0,1190,3350000000
46.0,5.01,9.5,2.0,108,9457.0,2.0,1.0,3.0,1119,3750000000
30.0,4.0,8.0,3.0,107,9233.0,2.0,2.0,1.0,1605,1900000000
48.3,3.9,11.8,2.0,114,9240.0,1.0,1.0,3.0,118,3600000000
22.0,3.21,6.0,1.0,111,9327.0,2.0,2.0,1.0,238,3500000000
50.0,5.0,10.0,2.0,104,9254.0,2.0,1.0,3.0,774,1300000000
100.0,5.0,20.0,3.0,107,9233.0,2.0,1.0,1.0,1605,6400000000
100.0,5.0,20.0,1.0,117,9507.0,2.0,1.0,1.0,1715,3900000000
42.0,6.0,7.0,3.0,109,9285.0,4.0,4.0,3.0,959,6500000000
80.0,5.0,16.0,3.0,103,9445.0,2.0,1.0,1.0,1040,2470000000
30.0,3.5,8.5,3.0,107,9230.0,3.0,2.0,3.0,1258,1680000000
60.0,4.5,15.0,4.0,107,9227.0,4.0,4.0,1.0,511,3880000000
56.0,4.0,14.0,4.0,110,9275.0,5.0,4.0,4.0,1056,7680000000
85.0,6.0,14.0,2.0,115,9518.0,1.0,1.0,3.0,1527,1050000000
44.0,5.0,8.0,2.0,104,9254.0,2.0,2.0,3.0,95,3500000000
144.0,6.0,25.0,4.0,107,9233.0,5.0,1.0,2.0,1605,6890000000
46.0,4.6,10.0,3.0,103,9443.0,2.0,2.0,3.0,1729,6300000000
55.0,5.0,11.0,5.0,108,9457.0,5.0,4.0,3.0,36,5900000000
36.0,4.0,9.0,1.0,100,9418.0,1.0,2.0,3.0,225,1980000000
35.0,4.0,10.0,2.0,107,9233.0,2.0,2.0,3.0,1448,1950000000
143.0,5.5,26.0,5.0,108,9457.0,6.0,2.0,1.0,716,9500000000
55.0,4.2,13.0,4.0,110,9270.0,4.0,4.0,1.0,1015,8500000000
99.2,5.0,20.0,3.0,107,9232.0,2.0,2.0,1.0,1695,6300000000
40.0,4.0,11.0,2.0,118,9526.0,2.0,1.0,4.0,711,1600000000
46.0,4.0,11.5,3.0,113,9317.0,3.0,3.0,3.0,387,4800000000
60.0,4.0,15.0,1.0,103,9450.0,1.0,2.0,3.0,1040,1200000000
59.0,4.0,16.0,4.0,110,9269.0,5.0,3.0,1.0,1056,7900000000
42.4,5.5,7.81,4.0,114,9244.0,3.0,3.0,1.0,18,5000000000
65.0,4.5,13.6,3.0,113,9314.0,2.0,1.0,3.0,1601,5200000000
46.0,4.0,11.5,2.0,108,9459.0,2.0,2.0,3.0,1581,4200000000
133.0,6.8599999999999985,20.6,4.0,101,9427.0,3.0,2.0,1.0,1792,16000000000
151.0,5.0,30.0,8.0,102,9472.0,6.0,4.0,1.0,688,16800000000
33.0,5.5,6.0,1.0,102,9472.0,1.0,1.0,3.0,501,1500000000
33.0,5.0,6.0,3.0,111,9334.0,2.0,2.0,3.0,1801,5300000000
78.0,4.48,17.4,2.0,107,9233.0,1.0,2.0,1.0,1605,5650000000
50.0,4.2,13.0,4.0,111,9333.0,5.0,3.0,3.0,923,7990000000
64.0,4.0,16.0,4.0,103,9447.0,5.0,3.0,1.0,270,10200000000
40.0,5.5,8.6,3.0,110,9278.0,3.0,4.0,3.0,1150,4500000000
120.0,5.0,24.0,4.0,114,9243.0,2.0,1.0,3.0,1782,7000000000
22.0,3.0,7.0,2.0,102,9472.0,2.0,1.0,3.0,501,1270000000
47.5,5.0,9.5,4.0,108,9461.0,4.0,2.0,1.0,779,1590000000
35.0,4.0,9.0,5.0,111,9326.0,6.0,4.0,3.0,1307,4990000000
100.0,5.0,22.0,5.0,117,9505.0,6.0,3.0,1.0,1515,5390000000
36.0,3.0,12.0,2.0,103,9449.0,2.0,3.0,3.0,781,4400000000
80.0,4.0,20.0,5.0,106,9387.0,4.0,4.0,1.0,1217,12800000000
40.0,4.0,10.0,2.0,103,9450.0,2.0,1.0,3.0,1050,1420000000
64.0,4.0,16.0,3.0,102,9472.0,3.0,1.0,3.0,501,6000000000
38.0,3.8,10.0,2.0,109,9287.0,2.0,2.0,3.0,242,4250000000
32.0,3.0,10.0,3.0,113,9317.0,2.0,2.0,3.0,200,2870000000
79.10000000000001,5.65,14.0,4.0,114,9243.0,5.0,4.0,1.0,1097,6700000000
60.0,4.6,13.0,2.0,107,9235.0,2.0,1.0,3.0,1110,3470000000
60.0,5.0,12.0,4.0,107,9227.0,4.0,4.0,4.0,511,4700000000
95.0,5.38,18.0,5.0,111,9330.0,5.0,5.0,3.0,1019,14000000000
27.0,3.5,8.5,2.0,109,9283.0,2.0,1.0,3.0,994,3200000000
74.0,4.35,18.0,4.0,112,9310.0,4.0,3.0,3.0,1297,5700000000
100.0,5.0,20.0,3.0,115,9518.0,3.0,1.0,4.0,1023,1750000000
66.7,4.696000000000001,14.9,3.0,110,9264.0,2.0,2.0,3.0,1360,4500000000
70.0,5.0,14.0,3.0,102,9474.0,2.0,2.0,1.0,836,1550000000
32.0,4.0,8.0,1.0,109,9294.0,1.0,2.0,3.0,246,2850000000
95.0,5.1,18.5,1.0,107,9237.0,2.0,1.0,1.0,1607,7600000000
100.0,5.0,20.0,2.0,110,9263.0,2.0,1.0,1.0,1222,6800000000
46.0,4.1,12.0,2.0,108,9457.0,2.0,2.0,3.0,1204,3900000000
64.0,4.0,16.0,4.0,108,9456.0,5.0,4.0,1.0,698,5700000000
80.0,5.0,16.0,3.0,115,9518.0,2.0,1.0,4.0,1527,1350000000
45.0,5.0,9.0,2.0,103,9452.0,2.0,1.0,3.0,1050,1980000000
40.0,4.2,9.0,2.0,118,9528.0,2.0,2.0,1.0,711,1100000000
36.72,3.4,11.0,3.0,103,9453.0,3.0,3.0,3.0,753,3200000000
48.0,3.0,16.0,5.0,114,9248.0,5.0,3.0,3.0,1800,4500000000
50.0,3.2,16.0,2.0,103,9445.0,2.0,2.0,1.0,824,6000000000
45.0,6.0,8.0,3.0,114,9238.0,2.0,2.0,3.0,15,2650000000
24.0,4.0,6.0,1.0,118,9528.0,2.0,2.0,1.0,711,750000000
67.0,4.5,15.0,2.0,113,9317.0,2.0,1.0,3.0,402,5600000000
35.0,4.2,8.2,2.0,102,9469.0,2.0,1.0,3.0,1519,3550000000
70.0,6.5,11.0,3.0,114,9243.0,4.0,2.0,3.0,13,4900000000
60.0,4.0,15.0,3.0,108,9459.0,3.0,3.0,3.0,716,5800000000
50.0,4.0,12.5,2.0,112,9313.0,2.0,2.0,3.0,854,3350000000
40.0,4.0,10.0,1.0,103,9450.0,1.0,1.0,3.0,1640,2800000000
73.0,6.6,11.5,4.0,114,9243.0,4.0,3.0,1.0,13,5000000000
12.0,2.0,6.0,1.0,103,9443.0,2.0,1.0,3.0,1729,1380000000
33.0,4.0,8.96,4.0,110,9271.0,2.0,2.0,3.0,873,3000000000
58.3,4.2,14.0,3.0,107,9227.0,2.0,2.0,3.0,511,3950000000
48.6,4.1,12.5,5.0,110,9275.0,4.0,4.0,4.0,1056,6000000000
56.0,4.38,11.4,2.0,115,9518.0,2.0,2.0,1.0,1734,1500000000
48.0,4.0,12.0,1.0,104,9254.0,2.0,2.0,3.0,33,1800000000
70.0,5.0,16.0,2.0,112,9302.0,2.0,3.0,3.0,339,10500000000
143.0,5.5,26.0,5.0,108,9457.0,6.0,3.0,1.0,716,9500000000
36.0,4.0,9.0,4.0,103,9442.0,2.0,1.0,3.0,375,3980000000
60.0,5.0,13.0,5.0,100,9418.0,4.0,4.0,3.0,919,11500000000
59.0,4.2,14.047619047619047,4.0,112,9311.0,4.0,4.0,3.0,1292,10200000000
37.0,4.2,8.0,1.0,105,9379.0,2.0,1.0,3.0,813,4750000000
48.0,4.0,12.0,2.0,103,9450.0,2.0,1.0,3.0,226,1870000000
52.0,4.0,13.0,4.0,110,9267.0,4.0,3.0,3.0,734,5200000000
65.0,4.0,16.0,3.0,109,9280.0,2.0,2.0,3.0,1015,5600000000
56.0,4.0,14.0,4.0,102,9475.0,5.0,3.0,3.0,501,4750000000
80.0,4.0,20.0,2.0,114,9239.0,1.0,1.0,3.0,197,4300000000
116.0,5.3,22.0,4.0,102,9469.0,4.0,3.0,1.0,574,13500000000
40.0,4.0,10.0,4.0,108,9458.0,3.0,3.0,3.0,903,2780000000
60.0,5.0,12.0,4.0,115,9524.0,3.0,3.0,4.0,1082,1650000000
44.0,4.0,11.0,3.0,106,9382.0,1.0,2.0,3.0,7,6900000000
37.8,4.2,9.0,2.0,101,9427.0,1.0,2.0,3.0,1792,1720000000
27.0,3.2,9.0,2.0,103,9443.0,1.0,1.0,3.0,1729,3260000000
40.0,4.0,10.0,4.0,108,9457.0,4.0,2.0,3.0,1599,2800000000
117.0,5.0,22.0,2.0,114,9240.0,2.0,1.0,1.0,1119,6100000000
22.0,4.74,4.9,2.0,112,9299.0,2.0,2.0,3.0,923,3550000000
48.0,4.0,12.0,2.0,115,9523.0,2.0,1.0,1.0,1746,650000000
41.0,4.4,10.06,4.0,99,9404.0,3.0,3.0,3.0,1754,3200000000
60.0,4.0,15.0,2.0,102,9471.0,3.0,2.0,3.0,120,6500000000
60.0,4.0,15.0,4.0,108,9461.0,5.0,4.0,1.0,1624,7950000000
86.0,5.7,15.0,3.0,109,9280.0,3.0,1.0,3.0,1637,6250000000
30.0,3.4200000000000004,8.440000000000001,2.0,108,9462.0,2.0,2.0,1.0,1645,1930000000
40.0,4.0,10.0,3.0,108,9457.0,3.0,3.0,3.0,779,1880000000
80.0,4.0,20.0,2.0,108,9456.0,1.0,1.0,3.0,52,5400000000
